Observatory;Data_year;agglomeration;Zone_calcul;Zone_complementaire;Type_habitat;epoque_construction_local;epoque_construction_homogene;anciennete_locataire_local;anciennete_locataire_homogene;nombre_pieces_local;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_observations;nombre_logements;methodologie_production
B7500;2024;L7502;L7502.4.01;;;;5. Après 2005;;;;Ensemble 2P;;;;;;;;;;;;;;;4;Estimation économétrique (pour valeur de marché)
B7500;2024;L7502;L7502.4.01;;;;5. Après 2005;;;;Ensemble 3P;;;;;;;;;;;;;;;4;Estimation économétrique (pour valeur de marché)
B7500;2024;L7502;L7502.4.01;;;;5. Après 2005;;;;Ensemble 4P+;;;;;;;;;;;;;;;4;Estimation économétrique (pour valeur de marché)
B7500;2024;L7502;L7502.4.01;;;1. Avant 1946;;;;;;;21,2;22,5;26;;22,9;;1499;1665;1828;;1885;82;79;4;
B7500;2024;L7502;L7502.4.01;;;1. Avant 1946;;;;Ensemble 1P;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;;1. Avant 1946;;;;Ensemble 2P;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;;1. Avant 1946;;;;Ensemble 3P;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;;1. Avant 1946;;;;Ensemble 4P+;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;;2. Entre 1946-1970;;;;;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;;2. Entre 1946-1970;;;;Ensemble 1P;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;;2. Entre 1946-1970;;;;Ensemble 2P;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;;2. Entre 1946-1970;;;;Ensemble 3P;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;;2. Entre 1946-1970;;;;Ensemble 4P+;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;;3. Entre 1971-1990;;;;;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;;3. Entre 1971-1990;;;;Ensemble 1P;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;;3. Entre 1971-1990;;;;Ensemble 2P;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;;3. Entre 1971-1990;;;;Ensemble 3P;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;;3. Entre 1971-1990;;;;Ensemble 4P+;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;;4. Après 1990;;;;;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;;4. Après 1990;;;;Ensemble 1P;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;;4. Après 1990;;;;Ensemble 2P;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;;4. Après 1990;;;;Ensemble 3P;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;;4. Après 1990;;;;Ensemble 4P+;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;Maison;;;;;;;;;;;;;;;;;;;;;4;Estimation économétrique (pour valeur de marché)
B7500;2024;L7502;L7502.4.01;;Appartement;;;;;;;;22,5;26;29,6;;25,6;;1265;1665;2080;;1856;73;147;4;
B7500;2024;L7502;L7502.4.01;;Appartement;;;;;;Appart 1P;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;Appartement;;;;;;Appart 2P;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;Appartement;;;;;;Appart 3P;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;Appartement;;;;;;Appart 4P+;;22,5;22,5;26,9;;25,2;;1665;2821;3432;;2805;111;61;4;
B7500;2024;L7502;L7502.4.01;;Appartement;;;;;Appart 1P;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;Appartement;;;;;Appart 2P;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;Appartement;;;;;Appart 3P;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;Appartement;;;;;Appart 4P+;;;22,5;22,5;26,9;;25,2;;1665;2821;3432;;2805;111;61;4;
B7500;2024;L7502;L7502.4.01;;Appartement;;;;1. Moins de 1 an;;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;Appartement;;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;Appartement;;1. Avant 1946;;;;;;21,2;22,5;26;;22,9;;1499;1665;1828;;1885;82;79;4;
B7500;2024;L7502;L7502.4.01;;Appartement;;2. Entre 1946-1970;;;;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;Appartement;;3. Entre 1971-1990;;;;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;Appartement;;4. Entre 1991-2005;;;;;;;;;;;;;;;;;;;4;Estimation économétrique (pour valeur de marché)
B7500;2024;L7502;L7502.4.01;;Appartement;;5. Après 2005;;;;;;;;;;;;;;;;;;;4;Estimation économétrique (pour valeur de marché)
B7500;2024;L7502;L7502.4.01;;Appartement;1. Avant 1946;;;;;;;21,2;22,5;26;;22,9;;1499;1665;1828;;1885;82;79;4;
B7500;2024;L7502;L7502.4.01;;Appartement;2. Entre 1946-1970;;;;;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;Appartement;3. Entre 1971-1990;;;;;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;Appartement;4. Après 1990;;;;;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;Appartement;;1. Avant 1946;;;;Appart 1P;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;Appartement;;1. Avant 1946;;;;Appart 2P;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;Appartement;;1. Avant 1946;;;;Appart 3P;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;Appartement;;1. Avant 1946;;;;Appart 4P+;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;Appartement;;2. Entre 1946-1970;;;;Appart 1P;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;Appartement;;2. Entre 1946-1970;;;;Appart 2P;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;Appartement;;2. Entre 1946-1970;;;;Appart 3P;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;Appartement;;2. Entre 1946-1970;;;;Appart 4P+;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;Appartement;;3. Entre 1971-1990;;;;Appart 1P;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;Appartement;;3. Entre 1971-1990;;;;Appart 2P;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;Appartement;;3. Entre 1971-1990;;;;Appart 3P;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;Appartement;;3. Entre 1971-1990;;;;Appart 4P+;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.01;;Appartement;;4. Entre 1991-2005;;;;Appart 1P;;;;;;;;;;;;;;;4;Estimation économétrique (pour valeur de marché)
B7500;2024;L7502;L7502.4.01;;Appartement;;4. Entre 1991-2005;;;;Appart 2P;;;;;;;;;;;;;;;4;Estimation économétrique (pour valeur de marché)
B7500;2024;L7502;L7502.4.01;;Appartement;;4. Entre 1991-2005;;;;Appart 3P;;;;;;;;;;;;;;;4;Estimation économétrique (pour valeur de marché)
B7500;2024;L7502;L7502.4.01;;Appartement;;4. Entre 1991-2005;;;;Appart 4P+;;;;;;;;;;;;;;;4;Estimation économétrique (pour valeur de marché)
B7500;2024;L7502;L7502.4.01;;Appartement;;5. Après 2005;;;;Appart 1P;;;;;;;;;;;;;;;4;Estimation économétrique (pour valeur de marché)
B7500;2024;L7502;L7502.4.01;;Appartement;;5. Après 2005;;;;Appart 2P;;;;;;;;;;;;;;;4;Estimation économétrique (pour valeur de marché)
B7500;2024;L7502;L7502.4.01;;Appartement;;5. Après 2005;;;;Appart 3P;;;;;;;;;;;;;;;4;Estimation économétrique (pour valeur de marché)
B7500;2024;L7502;L7502.4.01;;Appartement;;5. Après 2005;;;;Appart 4P+;;;;;;;;;;;;;;;4;Estimation économétrique (pour valeur de marché)
B7500;2024;L7502;L7502.4.02;;;;;;;;;;20,8;23,8;26,8;;22,8;;818;1050;1372;;1177;51;545;4;
B7500;2024;L7502;L7502.4.02;;;;;;;;Maison 1-3P;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.02;;;;;;;;Maison 4P+;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.02;;;;;;;;Appart 1P;;23,3;26,4;30,8;;26,1;;650;715;814;;718;28;113;4;
B7500;2024;L7502;L7502.4.02;;;;;;;;Appart 2P;;21,1;24,1;26,5;;23,3;;901;1017;1200;;1031;44;199;4;
B7500;2024;L7502;L7502.4.02;;;;;;;;Appart 3P;;18,3;22,1;25;;21,5;;1181;1354;1620;;1394;65;158;4;
B7500;2024;L7502;L7502.4.02;;;;;;;;Appart 4P+;;19,7;22,2;25,4;;22,2;;1720;2107;2427;;2079;93;72;4;
B7500;2024;L7502;L7502.4.02;;;;;;;;Ensemble 1P;;23,3;26,4;30,8;;26,1;;650;715;814;;718;28;113;4;
B7500;2024;L7502;L7502.4.02;;;;;;;;Ensemble 2P;;21,1;24,1;26,5;;23,3;;901;1017;1200;;1031;44;199;4;
B7500;2024;L7502;L7502.4.02;;;;;;;;Ensemble 3P;;18,3;22,1;25;;21,5;;1181;1354;1620;;1395;65;159;4;
B7500;2024;L7502;L7502.4.02;;;;;;;;Ensemble 4P+;;20;22,2;25,4;;22,3;;1720;2107;2585;;2107;95;74;4;
B7500;2024;L7502;L7502.4.02;;;;;;;Maison;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.02;;;;;;;Appart 1P;;;23,3;26,4;30,8;;26,1;;650;715;814;;718;28;113;4;
B7500;2024;L7502;L7502.4.02;;;;;;;Appart 2P;;;21,1;24,1;26,5;;23,3;;901;1017;1200;;1031;44;199;4;
B7500;2024;L7502;L7502.4.02;;;;;;;Appart 3P;;;18,3;22,1;25;;21,5;;1181;1354;1620;;1394;65;158;4;
B7500;2024;L7502;L7502.4.02;;;;;;;Appart 4P+;;;19,7;22,2;25,4;;22,2;;1720;2107;2427;;2079;93;72;4;
B7500;2024;L7502;L7502.4.02;;;;;;;Ensemble 1P;;;23,3;26,4;30,8;;26,1;;650;715;814;;718;28;113;4;
B7500;2024;L7502;L7502.4.02;;;;;;;Ensemble 2P;;;21,1;24,1;26,5;;23,3;;901;1017;1200;;1031;44;199;4;
B7500;2024;L7502;L7502.4.02;;;;;;;Ensemble 3P;;;18,3;22,1;25;;21,5;;1181;1354;1620;;1395;65;159;4;
B7500;2024;L7502;L7502.4.02;;;;;;;Ensemble 4P+;;;20;22,2;25,4;;22,3;;1720;2107;2585;;2107;95;74;4;
B7500;2024;L7502;L7502.4.02;;;;;;1. Moins de 1 an;;;;24;26;28,5;;25,1;;819;937;1150;;1070;43;61;4;
B7500;2024;L7502;L7502.4.02;;;;;;2. 1 an et plus;;;;20,6;23,4;26,5;;22,6;;814;1054;1400;;1192;53;484;4;
B7500;2024;L7502;L7502.4.02;;;;;1. Moins de 1 an;;;;;24;26;28,5;;25,1;;819;937;1150;;1070;43;61;4;
B7500;2024;L7502;L7502.4.02;;;;;2. 1 an et plus;;;;;20,6;23,4;26,5;;22,6;;814;1054;1400;;1192;53;484;4;
B7500;2024;L7502;L7502.4.02;;;;1. Avant 1946;;;;;;19,1;23,1;25,6;;21,4;;802;960;1283;;1106;52;248;4;
B7500;2024;L7502;L7502.4.02;;;;1. Avant 1946;;;;Ensemble 1P;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.02;;;;1. Avant 1946;;;;Ensemble 2P;;21,8;24,1;25,9;;23,3;;817;910;989;;901;39;102;4;
B7500;2024;L7502;L7502.4.02;;;;1. Avant 1946;;;;Ensemble 3P;;15,4;19,7;22,6;;19,2;;980;1228;1361;;1199;62;83;4;
B7500;2024;L7502;L7502.4.02;;;;1. Avant 1946;;;;Ensemble 4P+;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.02;;;;2. Entre 1946-1970;;;;;;20,7;22,7;26,5;;22,5;;885;1070;1345;;1169;52;101;4;
B7500;2024;L7502;L7502.4.02;;;;2. Entre 1946-1970;;;;Ensemble 1P;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.02;;;;2. Entre 1946-1970;;;;Ensemble 2P;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.02;;;;2. Entre 1946-1970;;;;Ensemble 3P;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.02;;;;2. Entre 1946-1970;;;;Ensemble 4P+;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.02;;;;3. Entre 1971-1990;;;;;;20,8;23,7;26,7;;23,1;;819;1130;1489;;1242;54;95;4;
B7500;2024;L7502;L7502.4.02;;;;3. Entre 1971-1990;;;;Ensemble 1P;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.02;;;;3. Entre 1971-1990;;;;Ensemble 2P;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.02;;;;3. Entre 1971-1990;;;;Ensemble 3P;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.02;;;;3. Entre 1971-1990;;;;Ensemble 4P+;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.02;;;;4. Entre 1991-2005;;;;;;;;;;;;;;;;;;;4;Estimation économétrique (pour valeur de marché)
B7500;2024;L7502;L7502.4.02;;;;4. Entre 1991-2005;;;;Ensemble 1P;;;;;;;;;;;;;;;4;Estimation économétrique (pour valeur de marché)
B7500;2024;L7502;L7502.4.02;;;;4. Entre 1991-2005;;;;Ensemble 2P;;;;;;;;;;;;;;;4;Estimation économétrique (pour valeur de marché)
B7500;2024;L7502;L7502.4.02;;;;4. Entre 1991-2005;;;;Ensemble 3P;;;;;;;;;;;;;;;4;Estimation économétrique (pour valeur de marché)
B7500;2024;L7502;L7502.4.02;;;;4. Entre 1991-2005;;;;Ensemble 4P+;;;;;;;;;;;;;;;4;Estimation économétrique (pour valeur de marché)
B7500;2024;L7502;L7502.4.02;;;;5. Après 2005;;;;;;;;;;;;;;;;;;;4;Estimation économétrique (pour valeur de marché)
B7500;2024;L7502;L7502.4.02;;;;5. Après 2005;;;;Ensemble 1P;;;;;;;;;;;;;;;4;Estimation économétrique (pour valeur de marché)
B7500;2024;L7502;L7502.4.02;;;;5. Après 2005;;;;Ensemble 2P;;;;;;;;;;;;;;;4;Estimation économétrique (pour valeur de marché)
B7500;2024;L7502;L7502.4.02;;;;5. Après 2005;;;;Ensemble 3P;;;;;;;;;;;;;;;4;Estimation économétrique (pour valeur de marché)
B7500;2024;L7502;L7502.4.02;;;;5. Après 2005;;;;Ensemble 4P+;;;;;;;;;;;;;;;4;Estimation économétrique (pour valeur de marché)
B7500;2024;L7502;L7502.4.02;;;1. Avant 1946;;;;;;;19,1;23,1;25,6;;21,4;;802;960;1283;;1106;52;248;4;
B7500;2024;L7502;L7502.4.02;;;1. Avant 1946;;;;Ensemble 1P;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.02;;;1. Avant 1946;;;;Ensemble 2P;;;21,8;24,1;25,9;;23,3;;817;910;989;;901;39;102;4;
B7500;2024;L7502;L7502.4.02;;;1. Avant 1946;;;;Ensemble 3P;;;15,4;19,7;22,6;;19,2;;980;1228;1361;;1199;62;83;4;
B7500;2024;L7502;L7502.4.02;;;1. Avant 1946;;;;Ensemble 4P+;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.02;;;2. Entre 1946-1970;;;;;;;20,7;22,7;26,5;;22,5;;885;1070;1345;;1169;52;101;4;
B7500;2024;L7502;L7502.4.02;;;2. Entre 1946-1970;;;;Ensemble 1P;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.02;;;2. Entre 1946-1970;;;;Ensemble 2P;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.02;;;2. Entre 1946-1970;;;;Ensemble 3P;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.02;;;2. Entre 1946-1970;;;;Ensemble 4P+;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.02;;;3. Entre 1971-1990;;;;;;;20,8;23,7;26,7;;23,1;;819;1130;1489;;1242;54;95;4;
B7500;2024;L7502;L7502.4.02;;;3. Entre 1971-1990;;;;Ensemble 1P;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.02;;;3. Entre 1971-1990;;;;Ensemble 2P;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.02;;;3. Entre 1971-1990;;;;Ensemble 3P;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.02;;;3. Entre 1971-1990;;;;Ensemble 4P+;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.02;;;4. Après 1990;;;;;;;23,3;25,5;28,2;;25;;794;1098;1410;;1206;48;101;4;
B7500;2024;L7502;L7502.4.02;;;4. Après 1990;;;;Ensemble 1P;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.02;;;4. Après 1990;;;;Ensemble 2P;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.02;;;4. Après 1990;;;;Ensemble 3P;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.02;;;4. Après 1990;;;;Ensemble 4P+;;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.02;;Maison;;;;;;;;;;;;;;;;;;;;;4;Estimation économétrique (pour valeur de marché)
B7500;2024;L7502;L7502.4.02;;Appartement;;;;;;;;20,8;23,8;26,8;;22,8;;817;1050;1370;;1171;51;542;4;
B7500;2024;L7502;L7502.4.02;;Appartement;;;;;;Appart 1P;;23,3;26,4;30,8;;26,1;;650;715;814;;718;28;113;4;
B7500;2024;L7502;L7502.4.02;;Appartement;;;;;;Appart 2P;;21,1;24,1;26,5;;23,3;;901;1017;1200;;1031;44;199;4;
B7500;2024;L7502;L7502.4.02;;Appartement;;;;;;Appart 3P;;18,3;22,1;25;;21,5;;1181;1354;1620;;1394;65;158;4;
B7500;2024;L7502;L7502.4.02;;Appartement;;;;;;Appart 4P+;;19,7;22,2;25,4;;22,2;;1720;2107;2427;;2079;93;72;4;
B7500;2024;L7502;L7502.4.02;;Appartement;;;;;Appart 1P;;;23,3;26,4;30,8;;26,1;;650;715;814;;718;28;113;4;
B7500;2024;L7502;L7502.4.02;;Appartement;;;;;Appart 2P;;;21,1;24,1;26,5;;23,3;;901;1017;1200;;1031;44;199;4;
B7500;2024;L7502;L7502.4.02;;Appartement;;;;;Appart 3P;;;18,3;22,1;25;;21,5;;1181;1354;1620;;1394;65;158;4;
B7500;2024;L7502;L7502.4.02;;Appartement;;;;;Appart 4P+;;;19,7;22,2;25,4;;22,2;;1720;2107;2427;;2079;93;72;4;
B7500;2024;L7502;L7502.4.02;;Appartement;;;;1. Moins de 1 an;;;;24;26;28,5;;25,1;;819;937;1150;;1070;43;61;4;
B7500;2024;L7502;L7502.4.02;;Appartement;;;1. Moins de 1 an;;;;;24;26;28,5;;25,1;;819;937;1150;;1070;43;61;4;
B7500;2024;L7502;L7502.4.02;;Appartement;;1. Avant 1946;;;;;;19,1;23,1;25,6;;21,3;;802;960;1283;;1084;51;245;4;
B7500;2024;L7502;L7502.4.02;;Appartement;;2. Entre 1946-1970;;;;;;20,7;22,7;26,5;;22,5;;885;1070;1345;;1169;52;101;4;
B7500;2024;L7502;L7502.4.02;;Appartement;;3. Entre 1971-1990;;;;;;20,8;23,7;26,7;;23,1;;819;1130;1489;;1242;54;95;4;
B7500;2024;L7502;L7502.4.02;;Appartement;;4. Entre 1991-2005;;;;;;;;;;;;;;;;;;;4;Estimation économétrique (pour valeur de marché)
B7500;2024;L7502;L7502.4.02;;Appartement;;5. Après 2005;;;;;;;;;;;;;;;;;;;4;Estimation économétrique (pour valeur de marché)
B7500;2024;L7502;L7502.4.02;;Appartement;1. Avant 1946;;;;;;;19,1;23,1;25,6;;21,3;;802;960;1283;;1084;51;245;4;
B7500;2024;L7502;L7502.4.02;;Appartement;2. Entre 1946-1970;;;;;;;20,7;22,7;26,5;;22,5;;885;1070;1345;;1169;52;101;4;
B7500;2024;L7502;L7502.4.02;;Appartement;3. Entre 1971-1990;;;;;;;20,8;23,7;26,7;;23,1;;819;1130;1489;;1242;54;95;4;
B7500;2024;L7502;L7502.4.02;;Appartement;4. Après 1990;;;;;;;23,3;25,5;28,2;;25;;794;1098;1410;;1206;48;101;4;
B7500;2024;L7502;L7502.4.02;;Appartement;;1. Avant 1946;;;;Appart 1P;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.02;;Appartement;;1. Avant 1946;;;;Appart 2P;;21,8;24,1;25,9;;23,3;;817;910;989;;901;39;102;4;
B7500;2024;L7502;L7502.4.02;;Appartement;;1. Avant 1946;;;;Appart 3P;;15,4;19,7;22,6;;19,2;;980;1228;1357;;1197;62;82;4;
B7500;2024;L7502;L7502.4.02;;Appartement;;1. Avant 1946;;;;Appart 4P+;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.02;;Appartement;;2. Entre 1946-1970;;;;Appart 1P;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.02;;Appartement;;2. Entre 1946-1970;;;;Appart 2P;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.02;;Appartement;;2. Entre 1946-1970;;;;Appart 3P;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.02;;Appartement;;2. Entre 1946-1970;;;;Appart 4P+;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.02;;Appartement;;3. Entre 1971-1990;;;;Appart 1P;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.02;;Appartement;;3. Entre 1971-1990;;;;Appart 2P;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.02;;Appartement;;3. Entre 1971-1990;;;;Appart 3P;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.02;;Appartement;;3. Entre 1971-1990;;;;Appart 4P+;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.02;;Appartement;;4. Entre 1991-2005;;;;Appart 1P;;;;;;;;;;;;;;;4;Estimation économétrique (pour valeur de marché)
B7500;2024;L7502;L7502.4.02;;Appartement;;4. Entre 1991-2005;;;;Appart 2P;;;;;;;;;;;;;;;4;Estimation économétrique (pour valeur de marché)
B7500;2024;L7502;L7502.4.02;;Appartement;;4. Entre 1991-2005;;;;Appart 3P;;;;;;;;;;;;;;;4;Estimation économétrique (pour valeur de marché)
B7500;2024;L7502;L7502.4.02;;Appartement;;4. Entre 1991-2005;;;;Appart 4P+;;;;;;;;;;;;;;;4;Estimation économétrique (pour valeur de marché)
B7500;2024;L7502;L7502.4.02;;Appartement;;5. Après 2005;;;;Appart 1P;;;;;;;;;;;;;;;4;Estimation économétrique (pour valeur de marché)
B7500;2024;L7502;L7502.4.02;;Appartement;;5. Après 2005;;;;Appart 2P;;;;;;;;;;;;;;;4;Estimation économétrique (pour valeur de marché)
B7500;2024;L7502;L7502.4.02;;Appartement;;5. Après 2005;;;;Appart 3P;;;;;;;;;;;;;;;4;Estimation économétrique (pour valeur de marché)
B7500;2024;L7502;L7502.4.02;;Appartement;;5. Après 2005;;;;Appart 4P+;;;;;;;;;;;;;;;4;Estimation économétrique (pour valeur de marché)
B7500;2024;L7502;L7502.4.04;;;;;;;;;;17,8;20,4;23,3;;19,9;;752;950;1265;;1094;55;1757;4;
B7500;2024;L7502;L7502.4.04;;;;;;;;Maison 1-3P;;;;;;;;;;;;;;;4;Estimation directe
B7500;2024;L7502;L7502.4.04;;;;;;;;Maison 4P+;;17,6;19,7;22,9;;20,3;;1500;2167;2942;;2480;122;65;4;
B7500;2024;L7502;L7502.4.04;;;;;;;;Appart 1P;;21,2;24,1;28;;24;;587;665;729;;663;28;390;4;
B7500;2024;L7502;L7502.4.04;;;;;;;;Appart 2P;;18,2;20,4;22,7;;20,2;;800;890;1002;;904;45;612;4;
B7500;2024;L7502;L7502.4.04;;;;;;;;Appart 3P;;16,8;18,6;21,1;;18,9;;993;1212;1401;;1209;64;440;4;
B7500;2024;L7502;L7502.4.04;;;;;;;;Appart 4P+;;15,6;18,1;20,7;;18,3;;1352;1602;2000;;1763;96;225;4;
B7500;2024;L7502;L7502.4.04;;;;;;;;Ensemble 1P;;21,2;24,1;28;;24;;587;665;729;;663;28;391;4;
B7500;2024;L7502;L7502.4.04;;;;;;;;Ensemble 2P;;18,3;20,4;22,8;;20,3;;800;890;1006;;903;45;619;4;
B7500;2024;L7502;L7502.4.04;;;;;;;;Ensemble 3P;;16,7;18,6;21,1;;18,9;;990;1210;1400;;1208;64;457;4;
B7500;2024;L7502;L7502.4.04;;;;;;;;Ensemble 4P+;;16,2;18,6;21,1;;18,9;;1463;1748;2260;;1958;103;290;4;
B7500;2024;L7502;L7502.4.04;;;;;;;Maison;;;17,6;19,8;23,7;;20,1;;1500;1761;2759;;2144;107;90;4;
B7500;2024;L7502;L7502.4.04;;;;;;;Appart 1P;;;21,2;24,1;28;;24;;587;665;729;;663;28;390;4;
B7500;2024;L7502;L7502.4.04;;;;;;;Appart 2P;;;18,2;20,4;22,7;;20,2;;800;890;1002;;904;45;612;4;
B7500;2024;L7502;L7502.4.04;;;;;;;Appart 3P;;;16,8;18,6;21,1;;18,9;;993;1212;1401;;1209;64;440;4;
B7500;2024;L7502;L7502.4.04;;;;;;;Appart 4P+;;;15,6;18,1;20,7;;18,3;;1352;1602;2000;;1763;96;225;4;
B7500;2024;L7502;L7502.4.04;;;;;;;Ensemble 1P;;;21,2;24,1;28;;24;;587;665;729;;663;28;391;4;
B7500;2024;L7502;L7502.4.04;;;;;;;Ensemble 2P;;;18,3;20,4;22,8;;20,3;;800;890;1006;;903;45;619;4;
