Observatory;Data_year;agglomeration;Zone_complementaire;Type_habitat;epoque_construction_homogene;anciennete_locataire_homogene;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_observations;nombre_logements;methodologie_production
B3800;2020;Agglomération de Grenoble;Ville centre;Appartement;5. Après 2005;2. 1 an et plus;;8,3;10,7;12,1;13,7;15,1;11,4;479;566;670;781;864;673;59;588;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;;;;7,9;9,2;10,6;12,3;14,0;10,3;430;530;635;780;1005;694;67;4596;30182;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;;;Maison 1-3P;7,5;9,3;10,7;12,1;13,2;10,6;450;552;624;730;878;644;61;87;1376;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;;;Ensemble 4P+;7,1;8,5;9,6;10,9;12,2;9,6;599;684;825;1067;1405;913;95;1255;10279;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;;;Maison 4P+;6,8;8,5;10,1;11,5;12,6;9,9;700;880;1121;1402;1550;1147;116;283;3539;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;;;Appart 1P;10,4;12,0;14,0;16,2;19,9;13,9;300;350;400;445;505;402;29;602;2655;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;;;Appart 2P;9,4;10,5;12,0;13,2;14,8;11,8;415;472;540;600;650;536;46;1189;6790;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;;;Appart 3P;8,1;9,1;10,3;11,4;12,5;10,2;518;577;650;730;804;658;64;1463;9082;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;;;Appart 4P+;7,2;8,4;9,4;10,5;11,9;9,4;572;650;744;875;1066;789;84;972;6740;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;;;Ensemble 1P;10,3;12,0;14,0;16,2;19,7;13,8;300;350;400;444;505;401;29;603;2734;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;;;Ensemble 2P;9,4;10,4;12,0;13,2;14,8;11,7;415;472;539;600;650;535;46;1210;7155;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;;;Ensemble 3P;8,1;9,2;10,4;11,5;12,6;10,3;519;580;650;731;812;661;64;1528;10013;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;;1. Moins de 1 an;;8,1;9,4;10,9;12,4;14,0;10,5;425;529;636;780;1050;703;67;1554;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;;1. Moins de 1 an;Ensemble 4P+;7,3;8,6;9,6;11,1;12,2;9,7;600;680;840;1100;1430;933;97;436;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;;1. Moins de 1 an;Ensemble 1P;11,2;12,0;14,1;16,6;19,5;14,0;322;360;406;475;520;416;30;226;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;;1. Moins de 1 an;Ensemble 2P;9,4;10,8;12,1;13,3;14,4;11,8;400;471;535;597;650;532;45;405;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;;1. Moins de 1 an;Ensemble 3P;8,5;9,5;10,7;11,6;12,7;10,6;521;590;653;734;820;666;63;487;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;;2. 1 an et plus;;7,8;9,1;10,5;12,2;13,9;10,2;432;533;635;780;1000;690;67;3042;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;;2. 1 an et plus;Ensemble 4P+;6,9;8,3;9,5;10,8;12,1;9,6;581;690;823;1050;1391;903;94;819;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;;2. 1 an et plus;Ensemble 1P;10,3;11,8;13,9;16,0;20,1;13,7;298;342;391;430;495;392;29;377;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;;2. 1 an et plus;Ensemble 2P;9,3;10,3;11,9;13,2;14,9;11,7;420;472;540;600;650;537;46;805;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;;2. 1 an et plus;Ensemble 3P;7,9;8,9;10,2;11,5;12,5;10,1;514;576;650;730;808;658;65;1041;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;1. Avant 1946;;;7,1;8,6;10,2;12,0;14,0;9,8;390;465;585;750;1012;653;67;766;3420;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;1. Avant 1946;;Ensemble 4P+;6,5;7,5;9,2;10,8;12,3;9,1;570;720;850;1100;1410;917;101;189;1168;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;1. Avant 1946;;Ensemble 1P;10,0;11,1;13,3;16,0;19,5;13,3;290;342;368;430;500;384;29;144;264;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;1. Avant 1946;;Ensemble 2P;8,5;9,8;10,9;12,5;14,8;10,8;390;432;490;550;598;489;45;212;1000;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;1. Avant 1946;;Ensemble 3P;7,3;8,4;9,8;11,1;12,9;9,7;460;548;600;680;780;621;64;221;987;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;1. Avant 1946;1. Moins de 1 an;;7,5;9,2;10,5;12,2;14,3;10,2;384;460;600;750;1100;670;66;272;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;1. Avant 1946;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;15;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;1. Avant 1946;1. Moins de 1 an;Maison 4P+;;;;;;;;;;;;;;30;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;1. Avant 1946;1. Moins de 1 an;Appart 1P;10,0;11,7;13,3;15,7;18,5;13,4;300;350;390;445;520;402;30;58;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;1. Avant 1946;1. Moins de 1 an;Appart 2P;8,3;9,8;11,3;12,5;14,3;10,9;390;420;500;560;610;495;45;63;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;1. Avant 1946;1. Moins de 1 an;Appart 3P;8,5;9,2;10,2;11,2;12,6;10,2;470;520;604;665;734;612;60;57;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;1. Avant 1946;1. Moins de 1 an;Appart 4P+;;;;;;;;;;;;;;49;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;1. Avant 1946;2. 1 an et plus;;7,0;8,3;10,0;11,6;13,9;9,6;390;465;580;750;1000;645;67;494;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;1. Avant 1946;2. 1 an et plus;Maison 1-3P;;;;;;;;;;;;;;26;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;1. Avant 1946;2. 1 an et plus;Maison 4P+;;;;;;;;;;;;;;34;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;1. Avant 1946;2. 1 an et plus;Appart 1P;10,1;10,5;13,4;16,0;19,5;13,2;270;314;361;410;450;369;28;86;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;1. Avant 1946;2. 1 an et plus;Appart 2P;8,7;10,0;10,9;12,5;14,9;10,9;400;440;488;547;590;486;45;141;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;1. Avant 1946;2. 1 an et plus;Appart 3P;7,2;8,1;9,1;10,6;12,3;9,3;470;537;580;656;755;606;65;131;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;1. Avant 1946;2. 1 an et plus;Appart 4P+;6,3;7,5;8,6;10,0;11,5;8,5;560;724;752;920;1123;821;97;76;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;2. Entre 1946-1970;;;8,0;8,9;10,2;11,6;13,2;10,0;437;514;600;690;840;634;63;1546;8816;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;2. Entre 1946-1970;;Ensemble 4P+;7,5;8,5;9,3;10,3;11,6;9,4;556;614;700;830;1200;774;82;477;3252;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;2. Entre 1946-1970;;Ensemble 1P;10,3;12,2;13,9;15,6;18,2;13,6;328;360;400;440;490;404;30;182;645;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;2. Entre 1946-1970;;Ensemble 2P;9,4;10,4;11,5;12,8;14,3;11,4;400;455;500;550;600;503;44;363;1600;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;2. Entre 1946-1970;;Ensemble 3P;8,1;8,8;10,0;11,0;12,0;9,9;500;548;600;650;702;605;61;524;3320;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;2. Entre 1946-1970;1. Moins de 1 an;;7,9;9,1;10,4;12,0;14,1;10,2;430;510;600;680;840;635;62;495;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;2. Entre 1946-1970;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;8;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;2. Entre 1946-1970;1. Moins de 1 an;Maison 4P+;;;;;;;;;;;;;;28;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;2. Entre 1946-1970;1. Moins de 1 an;Appart 1P;11,4;12,9;14,4;16,7;19,0;14,3;340;377;400;460;490;416;29;71;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;2. Entre 1946-1970;1. Moins de 1 an;Appart 2P;9,6;10,7;12,0;13,0;14,7;11,8;400;457;500;550;615;503;43;111;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;2. Entre 1946-1970;1. Moins de 1 an;Appart 3P;8,2;9,2;10,4;11,2;12,1;10,1;500;541;600;675;700;606;60;150;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;2. Entre 1946-1970;1. Moins de 1 an;Appart 4P+;7,3;8,3;9,2;10,2;10,9;9,0;550;600;650;708;790;664;74;127;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;2. Entre 1946-1970;2. 1 an et plus;;8,0;8,9;10,0;11,4;12,8;9,9;442;515;600;697;840;633;64;1051;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;2. Entre 1946-1970;2. 1 an et plus;Maison 1-3P;;;;;;;;;;;;;;13;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;2. Entre 1946-1970;2. 1 an et plus;Maison 4P+;;;;;;;;;;;;;;38;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;2. Entre 1946-1970;2. 1 an et plus;Appart 1P;10,0;11,8;13,5;15,0;16,3;13,1;310;347;400;430;474;395;30;111;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;2. Entre 1946-1970;2. 1 an et plus;Appart 2P;9,3;10,3;11,3;12,5;14,3;11,2;406;453;500;545;600;499;45;246;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;2. Entre 1946-1970;2. 1 an et plus;Appart 3P;8,0;8,6;9,8;10,8;11,5;9,7;496;541;595;633;696;592;61;359;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;2. Entre 1946-1970;2. 1 an et plus;Appart 4P+;7,4;8,5;9,2;10,0;11,1;9,2;550;600;669;744;832;690;75;284;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;3. Entre 1971-1990;;;7,7;8,9;10,2;12,1;13,8;10,0;426;536;650;800;1100;710;71;783;8519;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;3. Entre 1971-1990;;Ensemble 4P+;7,1;8,1;9,5;10,5;11,9;9,4;620;690;830;1100;1450;930;99;251;3267;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;3. Entre 1971-1990;;Ensemble 1P;10,8;12,5;13,7;15,5;19,9;13,8;315;333;400;444;500;401;29;131;997;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;3. Entre 1971-1990;;Ensemble 2P;9,1;10,1;11,8;13,0;14,3;11,5;424;480;540;601;670;542;47;185;1804;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;3. Entre 1971-1990;;Ensemble 3P;7,9;8,7;9,8;10,9;12,6;9,8;536;579;642;720;803;655;67;216;2452;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;3. Entre 1971-1990;1. Moins de 1 an;;7,8;9,1;10,7;12,2;13,7;10,1;407;512;630;790;1001;697;69;237;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;3. Entre 1971-1990;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;5;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;3. Entre 1971-1990;1. Moins de 1 an;Maison 4P+;;;;;;;;;;;;;;17;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;3. Entre 1971-1990;1. Moins de 1 an;Appart 1P;;;;;;;;;;;;;;46;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;3. Entre 1971-1990;1. Moins de 1 an;Appart 2P;9,5;10,8;11,8;12,5;14,3;11,5;400;480;512;590;660;527;46;59;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;3. Entre 1971-1990;1. Moins de 1 an;Appart 3P;;;;;;;;;;;;;;45;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;3. Entre 1971-1990;1. Moins de 1 an;Appart 4P+;7,1;8,0;9,3;10,3;11,3;9,1;607;660;765;891;1000;786;86;65;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;3. Entre 1971-1990;2. 1 an et plus;;7,7;8,8;10,0;12,0;13,8;10,0;430;545;650;803;1130;715;72;546;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;3. Entre 1971-1990;2. 1 an et plus;Maison 1-3P;;;;;;;;;;;;;;7;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;3. Entre 1971-1990;2. 1 an et plus;Maison 4P+;;;;;;;;;;;;;;40;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;3. Entre 1971-1990;2. 1 an et plus;Appart 1P;10,8;12,4;13,9;15,6;21,1;13,9;312;333;398;430;480;394;28;85;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;3. Entre 1971-1990;2. 1 an et plus;Appart 2P;9,1;10,0;11,9;13,1;14,3;11,5;440;480;555;600;670;547;48;122;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;3. Entre 1971-1990;2. 1 an et plus;Appart 3P;7,7;8,6;9,6;10,6;11,8;9,6;520;570;641;700;780;644;67;163;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;3. Entre 1971-1990;2. 1 an et plus;Appart 4P+;7,0;7,8;9,0;9,9;10,9;8,9;600;652;729;880;1016;797;90;129;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;4. Entre 1991-2005;;;8,9;9,9;11,3;12,5;14,8;10,9;500;596;711;850;1175;778;71;610;4571;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;4. Entre 1991-2005;;Ensemble 4P+;8,5;9,2;10,4;11,4;12,1;10,2;758;832;926;1250;1526;1069;105;160;1368;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;4. Entre 1991-2005;;Ensemble 1P;11,4;12,9;15,8;20,0;21,4;14,8;348;366;410;500;539;427;29;75;510;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;4. Entre 1991-2005;;Ensemble 2P;9,6;11,4;12,6;14,0;15,2;12,4;493;549;581;628;655;582;47;180;1282;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;4. Entre 1991-2005;;Ensemble 3P;9,2;9,9;10,9;11,8;12,4;10,7;620;656;718;787;840;732;68;195;1410;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;4. Entre 1991-2005;1. Moins de 1 an;;9,0;10,0;11,3;12,2;14,0;10,8;500;613;710;906;1307;830;77;194;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;4. Entre 1991-2005;1. Moins de 1 an;Maison 4P+;;;;;;;;;;;;;;27;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;4. Entre 1991-2005;1. Moins de 1 an;Appart 1P;;;;;;;;;;;;;;29;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;4. Entre 1991-2005;1. Moins de 1 an;Appart 2P;10,7;11,4;13,1;14,0;15,5;12,7;464;524;597;630;655;585;46;53;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;4. Entre 1991-2005;1. Moins de 1 an;Appart 3P;8,9;10,0;10,8;11,5;11,8;10,6;630;659;706;760;780;707;67;60;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;4. Entre 1991-2005;1. Moins de 1 an;Appart 4P+;;;;;;;;;;;;;;25;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;4. Entre 1991-2005;2. 1 an et plus;;8,9;9,9;11,3;12,5;14,8;10,9;509;590;711;845;1084;759;69;416;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;4. Entre 1991-2005;2. 1 an et plus;Maison 1-3P;;;;;;;;;;;;;;3;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;4. Entre 1991-2005;2. 1 an et plus;Maison 4P+;;;;;;;;;;;;;;26;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;4. Entre 1991-2005;2. 1 an et plus;Appart 1P;;;;;;;;;;;;;;45;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;4. Entre 1991-2005;2. 1 an et plus;Appart 2P;9,9;11,5;12,6;14,4;15,2;12,4;509;550;587;625;650;584;47;126;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;4. Entre 1991-2005;2. 1 an et plus;Appart 3P;9,1;9,8;10,9;11,8;12,5;10,7;620;666;741;800;861;748;70;134;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;4. Entre 1991-2005;2. 1 an et plus;Appart 4P+;8,7;9,4;10,4;11,4;12,3;10,4;745;813;858;1066;1343;965;93;82;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;5. Après 2005;;;9,5;10,5;11,9;13,0;14,2;11,4;530;620;720;835;1050;770;68;891;4856;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;5. Après 2005;;Ensemble 4P+;8,1;9,4;10,4;11,9;12,9;10,5;720;818;950;1285;1480;1050;100;178;1224;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;5. Après 2005;;Ensemble 1P;11,8;12,5;14,4;16,3;20,0;14,5;295;360;403;455;535;409;28;71;318;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;5. Après 2005;;Ensemble 2P;11,5;12,1;13,0;14,0;14,9;12,9;510;550;595;648;680;597;46;270;1469;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;5. Après 2005;;Ensemble 3P;9,9;10,5;11,2;12,3;13,3;11,4;650;690;736;800;860;744;65;372;1845;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;5. Après 2005;1. Moins de 1 an;;9,5;10,4;11,9;13,0;14,0;11,2;520;618;730;870;1050;776;69;356;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;5. Après 2005;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;6;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;5. Après 2005;1. Moins de 1 an;Maison 4P+;;;;;;;;;;;;;;18;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;5. Après 2005;1. Moins de 1 an;Appart 1P;;;;;;;;;;;;;;22;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;5. Après 2005;1. Moins de 1 an;Appart 2P;11,8;12,3;13,0;13,7;14,6;12,9;500;531;575;622;655;583;45;106;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;5. Après 2005;1. Moins de 1 an;Appart 3P;10,0;10,4;11,2;12,4;13,3;11,4;650;690;733;820;870;749;66;154;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;5. Après 2005;1. Moins de 1 an;Appart 4P+;8,8;9,5;10,4;12,6;12,9;10,0;743;790;900;1000;1080;911;91;50;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;5. Après 2005;2. 1 an et plus;;9,4;10,6;11,9;13,0;14,4;11,4;530;620;712;812;1088;766;67;535;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;5. Après 2005;2. 1 an et plus;Maison 1-3P;;;;;;;;;;;;;;4;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;5. Après 2005;2. 1 an et plus;Maison 4P+;;;;;;;;;;;;;;25;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;5. Après 2005;2. 1 an et plus;Appart 1P;;;;;;;;;;;;;;49;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;5. Après 2005;2. 1 an et plus;Appart 2P;11,5;12,0;12,9;14,1;14,9;12,9;511;550;602;650;680;604;47;162;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;5. Après 2005;2. 1 an et plus;Appart 3P;9,9;10,6;11,2;12,3;13,3;11,4;653;692;737;790;825;741;65;210;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;;5. Après 2005;2. 1 an et plus;Appart 4P+;9,1;9,7;10,5;12,7;13,9;11,1;720;775;875;1019;1331;952;86;85;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;Maison;;;;7,0;8,8;10,3;11,7;12,9;10,0;560;700;950;1262;1526;1006;101;370;4915;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;Maison;;;Maison 1-3P;7,5;9,3;10,7;12,1;13,2;10,6;450;552;624;730;878;644;61;87;1376;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;Maison;;;Maison 4P+;6,8;8,5;10,1;11,5;12,6;9,9;700;880;1121;1402;1550;1147;116;283;3539;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;Maison;;1. Moins de 1 an;;7,5;9,0;10,4;11,7;12,5;10,1;596;740;1012;1400;1550;1071;106;154;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;Maison;;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;34;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;Maison;;1. Moins de 1 an;Maison 4P+;7,3;8,9;10,2;11,5;12,3;10,0;743;900;1150;1450;1700;1209;121;120;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;Maison;;2. 1 an et plus;;6,9;8,6;10,1;11,7;13,0;9,9;530;700;938;1200;1480;973;98;216;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;Maison;;2. 1 an et plus;Maison 1-3P;7,3;8,8;10,6;12,3;13,2;10,5;420;530;624;730;814;639;61;53;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;Maison;;2. 1 an et plus;Maison 4P+;6,5;8,2;10,0;11,5;12,7;9,8;700;865;1119;1353;1550;1114;114;163;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;Maison;1. Avant 1946;;;6,9;7,6;10,0;11,3;12,9;9,6;460;600;760;1027;1420;844;88;105;1136;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;Maison;1. Avant 1946;;Maison 1-3P;;;;;;;;;;;;;;41;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;Maison;1. Avant 1946;;Maison 4P+;6,5;7,4;9,4;11,3;12,9;9,3;570;760;950;1200;1550;1010;108;64;695;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;Maison;1. Avant 1946;1. Moins de 1 an;;;;;;;;;;;;;;;45;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;Maison;1. Avant 1946;2. 1 an et plus;;6,5;7,5;9,9;11,3;13,2;9,4;420;570;730;1000;1216;812;87;60;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;Maison;2. Entre 1946-1970;;;7,9;9,2;10,8;12,1;13,3;10,5;675;850;1040;1247;1490;1074;103;87;1095;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;Maison;2. Entre 1946-1970;;Maison 1-3P;;;;;;;;;;;;;;21;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;Maison;2. Entre 1946-1970;;Maison 4P+;7,6;9,0;10,4;12,0;12,6;10,2;750;889;1200;1325;1530;1148;113;66;711;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;Maison;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;36;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;Maison;2. Entre 1946-1970;2. 1 an et plus;;8,0;9,8;11,6;12,4;13,3;10,6;712;872;1131;1247;1469;1112;105;51;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;Maison;3. Entre 1971-1990;;;8,1;9,3;10,5;11,6;13,1;10,2;761;981;1130;1447;1650;1159;114;69;1337;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;Maison;3. Entre 1971-1990;;Maison 1-3P;;;;;;;;;;;;;;12;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;Maison;3. Entre 1971-1990;;Maison 4P+;8,0;8,8;10,1;11,6;13,7;10,0;981;1000;1143;1472;1650;1239;123;57;1043;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;Maison;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;22;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;Maison;3. Entre 1971-1990;2. 1 an et plus;;;;;;;;;;;;;;;47;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;Maison;4. Entre 1991-2005;;;8,1;8,9;10,1;11,5;12,3;10,0;500;850;1170;1390;1700;1139;114;56;750;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;Maison;4. Entre 1991-2005;;Maison 1-3P;;;;;;;;;;;;;;3;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;Maison;4. Entre 1991-2005;;Maison 4P+;7,8;8,9;10,4;11,4;12,0;9,9;850;900;1250;1430;1760;1274;128;53;609;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;Maison;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;27;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;Maison;4. Entre 1991-2005;2. 1 an et plus;;;;;;;;;;;;;;;29;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;Maison;5. Après 2005;;;6,6;9,0;10,6;11,9;12,1;10,4;700;850;1116;1435;1490;1160;111;53;597;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;Maison;5. Après 2005;;Maison 1-3P;;;;;;;;;;;;;;10;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;Maison;5. Après 2005;;Maison 4P+;;;;;;;;;;;;;;43;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;Maison;5. Après 2005;1. Moins de 1 an;;;;;;;;;;;;;;;24;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;Maison;5. Après 2005;2. 1 an et plus;;;;;;;;;;;;;;;29;;Estimation directe
B3800;2020;Agglomération de Grenoble;Périphérie;Appartement;;;;8,1;9,3;10,7;12,4;14,3;10,4;420;514;610;720;841;633;61;4226;25267;Estimation directe
