Observatory;Data_year;agglomeration;Zone_complementaire;Type_habitat;epoque_construction_homogene;anciennete_locataire_homogene;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_observations;nombre_logements;methodologie_production
B3600;2024;Agglomération de Châteauroux;;Appartement;5. Après 2005;;Appart 3P;;;;;;;;;;;;;;23;;Estimation directe
B3600;2024;Agglomération de Châteauroux;;Appartement;5. Après 2005;;Appart 4P+;;;;;;;;;;;;;;10;;Estimation directe
B3600;2024;Agglomération de Châteauroux;;Appartement;5. Après 2005;1. Moins de 1 an;;;;;;;;;;;;;;;37;;Estimation directe
B3600;2024;Agglomération de Châteauroux;;Appartement;5. Après 2005;2. 1 an et plus;;6,6;7,6;8,7;10,2;10,8;8,4;412;452;556;763;1065;634;75;63;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;;;;8,0;9,2;10,5;12,0;14,0;10,2;381;465;583;781;1052;661;65;3259;14767;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;;;Maison 1-3P;7,5;8,7;10,2;11,4;11,8;9,9;550;570;664;702;814;655;66;66;848;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;;;Ensemble 4P+;7,2;8,1;9,1;10,5;12,2;9,3;665;786;951;1150;1390;1001;108;750;4073;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;;;Maison 4P+;7,2;8,2;9,2;10,5;12,1;9,3;731;860;1000;1200;1413;1052;113;446;3105;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;;;Appart 1P;10,6;11,8;13,4;16,5;18,6;13,6;287;320;363;420;465;371;27;497;1704;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;;;Appart 2P;9,2;10,2;11,2;12,4;14,1;11,3;400;440;479;539;600;491;43;1089;4621;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;;;Appart 3P;8,4;9,2;10,1;11,2;12,4;10,2;514;564;614;699;820;641;63;857;3521;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;;;Appart 4P+;7,1;7,9;8,9;10,4;12,8;9,1;603;669;777;948;1160;838;92;304;967;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;;;Ensemble 1P;10,6;11,8;13,4;16,5;18,6;13,6;287;320;363;420;465;371;27;498;1722;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;;;Ensemble 2P;9,1;10,2;11,2;12,4;14,3;11,3;400;440;479;540;600;492;43;1111;4765;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;;;Ensemble 3P;8,3;9,1;10,1;11,3;12,3;10,1;530;569;620;700;820;647;64;900;4207;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;;1. Moins de 1 an;;9,0;10,2;11,4;12,9;14,3;11,0;440;500;600;890;1200;724;66;506;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;;1. Moins de 1 an;Ensemble 4P+;7,4;8,5;10,3;11,5;12,8;10,0;690;942;1100;1300;1480;1111;111;104;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;;1. Moins de 1 an;Ensemble 1P;11,5;12,4;13,6;16,2;23,3;14,5;305;370;411;445;530;406;28;64;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;;1. Moins de 1 an;Ensemble 2P;10,3;11,1;12,1;13,9;15,0;12,6;450;480;520;580;620;538;43;184;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;;1. Moins de 1 an;Ensemble 3P;9,1;10,0;10,5;11,8;12,7;10,9;559;600;650;750;890;691;64;154;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;;2. 1 an et plus;;7,9;8,9;10,3;11,7;13,6;9,9;370;450;570;758;1007;640;65;2753;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;;2. 1 an et plus;Ensemble 4P+;7,1;8,0;8,9;10,1;11,9;9,0;665;776;911;1100;1303;965;107;646;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;;2. 1 an et plus;Ensemble 1P;10,2;11,7;13,3;16,5;17,7;13,3;287;315;350;395;443;360;27;434;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;;2. 1 an et plus;Ensemble 2P;8,9;10,0;10,9;11,9;13,3;10,9;386;430;466;510;588;476;44;927;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;;2. 1 an et plus;Ensemble 3P;8,0;8,9;9,8;11,0;11,9;9,8;510;560;610;699;800;632;64;746;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;1. Avant 1946;;;8,0;9,5;11,4;13,3;15,8;10,9;335;390;550;745;983;623;57;418;1121;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;1. Avant 1946;;Ensemble 4P+;5,8;8,0;9,5;13,0;15,0;9,8;572;760;981;1300;1500;1061;108;67;322;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;1. Avant 1946;;Ensemble 1P;10,5;11,8;13,8;15,0;18,6;13,5;287;330;359;380;420;359;27;124;178;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;1. Avant 1946;;Ensemble 2P;8,9;10,7;11,9;14,3;17,2;12,5;370;420;488;560;650;504;40;123;292;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;1. Avant 1946;;Ensemble 3P;7,5;9,3;10,5;11,2;11,8;10,1;530;560;600;760;880;663;66;104;328;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;1. Avant 1946;1. Moins de 1 an;;10,4;11,5;13,0;14,6;30,6;13,2;370;420;620;950;1300;740;56;50;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;1. Avant 1946;2. 1 an et plus;;7,7;9,3;10,9;12,7;15,0;10,2;330;385;542;664;880;591;58;368;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;2. Entre 1946-1970;;;7,6;8,9;10,5;12,3;14,6;10,0;373;454;600;773;997;658;66;234;1242;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;2. Entre 1946-1970;;Ensemble 4P+;7,3;7,6;9,0;10,6;12,3;9,1;600;664;859;1035;1472;901;99;69;428;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;2. Entre 1946-1970;;Ensemble 1P;;;;;;;;;;;;;;24;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;2. Entre 1946-1970;;Ensemble 2P;8,9;9,8;11,3;13,4;15,5;11,4;399;425;460;532;620;485;43;80;259;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;2. Entre 1946-1970;;Ensemble 3P;8,3;8,5;10,4;10,8;12,0;9,9;522;571;673;759;850;676;69;61;381;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;38;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;2. Entre 1946-1970;2. 1 an et plus;;7,5;8,4;10,1;12,3;14,2;9,7;349;450;600;745;980;653;67;196;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;3. Entre 1971-1990;;;7,1;8,7;10,3;11,9;14,0;9,7;364;443;565;800;1000;659;68;585;3245;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;3. Entre 1971-1990;;Ensemble 4P+;6,3;7,7;9,0;10,4;11,9;9,0;610;790;950;1100;1350;980;109;169;1022;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;3. Entre 1971-1990;;Ensemble 1P;9,6;11,3;13,3;14,4;17,5;12,7;306;328;372;430;465;381;30;130;532;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;3. Entre 1971-1990;;Ensemble 2P;8,4;9,5;11,1;12,3;14,0;10,9;361;426;460;550;600;473;43;152;849;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;3. Entre 1971-1990;;Ensemble 3P;7,2;8,8;9,7;11,4;12,3;9,7;500;535;606;688;800;620;64;134;842;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;3. Entre 1971-1990;1. Moins de 1 an;;8,3;9,5;11,1;13,1;14,0;10,4;466;500;593;980;1250;787;75;69;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;3. Entre 1971-1990;2. 1 an et plus;;7,1;8,5;10,0;11,7;13,7;9,5;346;430;550;776;1000;622;65;516;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;4. Entre 1991-2005;;;8,3;9,5;10,9;12,4;14,6;10,4;370;450;564;700;910;608;58;1061;4446;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;4. Entre 1991-2005;;Ensemble 4P+;6,6;7,9;8,9;10,1;11,6;9,0;655;766;910;1080;1300;940;105;191;1145;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;4. Entre 1991-2005;;Ensemble 1P;11,3;12,1;13,8;17,1;18,1;14,1;270;313;361;420;505;372;26;158;601;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;4. Entre 1991-2005;;Ensemble 2P;9,4;10,4;11,3;12,6;13,6;11,4;414;449;479;550;600;497;44;404;1495;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;4. Entre 1991-2005;;Ensemble 3P;8,6;9,2;10,1;11,5;12,4;10,3;540;571;621;704;800;650;63;308;1205;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;4. Entre 1991-2005;1. Moins de 1 an;;9,0;10,5;11,8;13,1;14,2;11,2;415;484;600;710;900;630;56;184;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;4. Entre 1991-2005;2. 1 an et plus;;8,3;9,2;10,5;12,1;14,9;10,2;361;450;550;700;911;600;59;877;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;5. Après 2005;;;8,4;9,2;10,2;11,4;12,8;10,1;440;490;619;890;1139;718;71;961;4712;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;5. Après 2005;;Ensemble 4P+;7,8;8,5;9,2;10,3;12,0;9,5;721;868;1022;1200;1390;1053;111;254;1155;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;5. Après 2005;;Ensemble 1P;10,5;11,1;12,2;15,8;25,9;13,5;290;332;410;440;440;383;28;62;237;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;5. Après 2005;;Ensemble 2P;9,2;10,2;11,0;12,0;13,5;11,1;428;450;481;517;590;493;44;352;1869;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;5. Après 2005;;Ensemble 3P;8,6;9,2;10,0;10,9;11,9;10,1;530;578;625;699;820;644;64;293;1451;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;5. Après 2005;1. Moins de 1 an;;8,9;10,0;10,9;12,2;14,1;10,8;465;520;625;1000;1200;766;71;165;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;;5. Après 2005;2. 1 an et plus;;8,1;9,0;10,0;11,3;12,3;9,8;431;485;615;865;1100;698;71;796;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Maison;;;;7,2;8,3;9,3;11,0;12,1;9,4;600;750;940;1135;1390;972;104;512;3953;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Maison;;;Maison 1-3P;7,5;8,7;10,2;11,4;11,8;9,9;550;570;664;702;814;655;66;66;848;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Maison;;;Maison 4P+;7,2;8,2;9,2;10,5;12,1;9,3;731;860;1000;1200;1413;1052;113;446;3105;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Maison;;1. Moins de 1 an;;7,6;8,5;10,0;11,0;12,2;9,8;600;838;1000;1280;1480;1074;109;74;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Maison;;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;8;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Maison;;1. Moins de 1 an;Maison 4P+;6,3;8,3;10,0;11,0;12,2;9,8;600;950;1100;1330;1500;1133;116;66;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Maison;;2. 1 an et plus;;7,2;8,1;9,2;10,8;12,0;9,2;614;738;900;1063;1303;940;102;438;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Maison;;2. 1 an et plus;Maison 1-3P;7,4;8,4;10,2;11,4;11,7;9,8;550;570;673;720;880;659;67;58;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Maison;;2. 1 an et plus;Maison 4P+;7,2;8,1;9,0;10,4;12,0;9,1;750;827;962;1140;1362;1022;112;380;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Maison;1. Avant 1946;;;;;;;;;;;;;;;;45;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Maison;1. Avant 1946;;Maison 1-3P;;;;;;;;;;;;;;12;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Maison;1. Avant 1946;;Maison 4P+;;;;;;;;;;;;;;33;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Maison;1. Avant 1946;1. Moins de 1 an;;;;;;;;;;;;;;;9;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Maison;1. Avant 1946;2. 1 an et plus;;;;;;;;;;;;;;;36;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Maison;2. Entre 1946-1970;;;;;;;;;;;;;;;;35;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Maison;2. Entre 1946-1970;;Maison 1-3P;;;;;;;;;;;;;;4;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Maison;2. Entre 1946-1970;;Maison 4P+;;;;;;;;;;;;;;31;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Maison;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;6;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Maison;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;29;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Maison;3. Entre 1971-1990;;;6,3;8,0;9,3;10,4;12,0;9,0;650;800;950;1129;1462;996;111;99;888;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Maison;3. Entre 1971-1990;;Maison 1-3P;;;;;;;;;;;;;;9;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Maison;3. Entre 1971-1990;;Maison 4P+;6,3;7,7;8,9;10,3;11,8;8,9;681;820;980;1240;1480;1025;116;90;716;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Maison;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;19;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Maison;3. Entre 1971-1990;2. 1 an et plus;;6,4;7,4;8,9;10,6;12,0;8,8;750;800;861;1000;1330;958;109;80;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Maison;4. Entre 1991-2005;;;6,5;8,1;9,2;10,5;11,7;9,1;599;702;820;1014;1300;886;97;134;1151;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Maison;4. Entre 1991-2005;;Maison 1-3P;;;;;;;;;;;;;;16;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Maison;4. Entre 1991-2005;;Maison 4P+;6,3;8,1;9,0;10,1;11,6;8,9;717;780;920;1135;1300;969;108;118;909;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Maison;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;11;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Maison;4. Entre 1991-2005;2. 1 an et plus;;7,1;8,3;9,3;10,4;11,6;9,1;550;706;828;970;1300;886;97;123;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Maison;5. Après 2005;;;7,8;8,5;9,3;10,8;12,0;9,6;680;788;1000;1200;1390;1020;107;199;1155;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Maison;5. Après 2005;;Maison 1-3P;;;;;;;;;;;;;;25;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Maison;5. Après 2005;;Maison 4P+;7,8;8,5;9,3;10,8;12,1;9,6;780;902;1050;1200;1400;1088;114;174;994;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Maison;5. Après 2005;1. Moins de 1 an;;;;;;;;;;;;;;;29;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Maison;5. Après 2005;2. 1 an et plus;;7,3;8,4;9,2;10,8;12,0;9,4;680;780;952;1100;1303;979;105;170;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;;;;8,6;9,6;10,9;12,4;14,6;10,7;365;440;525;621;759;550;51;2747;10814;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;;;Appart 1P;10,6;11,8;13,4;16,5;18,6;13,6;287;320;363;420;465;371;27;497;1704;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;;;Appart 2P;9,2;10,2;11,2;12,4;14,1;11,3;400;440;479;539;600;491;43;1089;4621;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;;;Appart 3P;8,4;9,2;10,1;11,2;12,4;10,2;514;564;614;699;820;641;63;857;3521;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;;;Appart 4P+;7,1;7,9;8,9;10,4;12,8;9,1;603;669;777;948;1160;838;92;304;967;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;;1. Moins de 1 an;;9,9;10,6;11,8;13,5;14,8;11,9;424;484;570;670;850;603;51;432;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;;1. Moins de 1 an;Appart 1P;11,5;12,4;13,6;16,2;23,3;14,5;305;370;411;445;530;406;28;64;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;;1. Moins de 1 an;Appart 2P;10,5;11,1;12,1;13,8;15,0;12,6;450;480;520;580;600;537;43;180;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;;1. Moins de 1 an;Appart 3P;9,4;10,1;10,6;11,9;12,9;11,0;559;596;660;760;900;695;63;150;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;;1. Moins de 1 an;Appart 4P+;;;;;;;;;;;;;;38;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;;2. 1 an et plus;;8,3;9,3;10,5;12,0;14,4;10,3;350;430;501;611;712;533;52;2315;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;;2. 1 an et plus;Appart 1P;10,2;11,7;13,4;16,5;17,7;13,3;287;315;350;395;443;360;27;433;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;;2. 1 an et plus;Appart 2P;9,0;10,0;10,9;11,9;13,2;10,9;393;430;466;509;578;475;44;909;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;;2. 1 an et plus;Appart 3P;8,1;9,0;9,8;10,8;12,0;9,9;501;550;600;667;780;620;63;707;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;;2. 1 an et plus;Appart 4P+;6,9;7,6;8,6;9,4;10,8;8,7;600;664;740;880;1093;800;92;266;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;1. Avant 1946;;;8,7;10,0;11,9;14,2;17,2;11,6;330;373;488;632;849;548;47;373;758;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;1. Avant 1946;;Appart 1P;10,5;11,8;13,8;15,0;18,6;13,5;287;330;359;380;420;359;27;124;174;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;1. Avant 1946;;Appart 2P;8,9;10,8;11,9;14,3;17,2;12,6;370;418;488;560;650;505;40;121;269;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;1. Avant 1946;;Appart 3P;8,1;9,1;10,3;11,4;12,7;10,2;493;554;630;712;789;647;64;94;210;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;1. Avant 1946;;Appart 4P+;;;;;;;;;;;;;;34;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;1. Avant 1946;1. Moins de 1 an;;;;;;;;;;;;;;;41;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;1. Avant 1946;2. 1 an et plus;;8,5;9,5;11,5;13,5;15,7;10,9;329;370;475;595;766;512;47;332;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;2. Entre 1946-1970;;;7,8;9,0;10,6;12,7;15,5;10,0;338;434;540;664;810;557;56;199;846;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;2. Entre 1946-1970;;Appart 1P;;;;;;;;;;;;;;24;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;2. Entre 1946-1970;;Appart 2P;8,9;9,8;11,3;13,2;15,5;11,3;399;425;459;528;610;481;43;79;236;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;2. Entre 1946-1970;;Appart 3P;8,0;9,4;10,4;10,8;12,0;10,0;513;570;650;759;850;668;67;58;278;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;2. Entre 1946-1970;;Appart 4P+;;;;;;;;;;;;;;38;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;32;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;2. Entre 1946-1970;2. 1 an et plus;;7,6;8,9;10,3;12,7;15,3;9,7;320;422;539;650;741;542;56;167;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;3. Entre 1971-1990;;;7,9;9,0;10,8;12,3;14,1;10,3;339;424;500;601;750;530;51;486;2357;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;3. Entre 1971-1990;;Appart 1P;9,6;11,3;13,3;14,4;17,5;12,7;306;328;372;430;465;381;30;129;530;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;3. Entre 1971-1990;;Appart 2P;8,4;9,6;11,1;12,2;14,0;10,9;361;425;460;550;600;472;43;150;817;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;3. Entre 1971-1990;;Appart 3P;7,1;8,5;9,4;10,8;12,5;9,5;497;530;580;659;759;605;64;128;704;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;3. Entre 1971-1990;;Appart 4P+;6,7;8,0;9,2;10,6;11,9;9,3;610;669;790;950;1100;838;90;79;307;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;3. Entre 1971-1990;1. Moins de 1 an;;10,3;11,1;12,5;14,0;15,0;12,2;425;490;550;600;774;577;47;50;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;3. Entre 1971-1990;2. 1 an et plus;;7,6;8,9;10,3;11,8;14,1;10,0;326;413;476;605;729;520;52;436;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;4. Entre 1991-2005;;;9,0;10,0;11,1;12,6;15,0;11,0;360;440;530;620;724;545;50;927;3296;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;4. Entre 1991-2005;;Appart 1P;11,3;12,1;13,8;17,1;18,1;14,1;270;313;361;420;505;372;26;158;593;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;4. Entre 1991-2005;;Appart 2P;9,4;10,4;11,3;12,6;13,6;11,4;414;449;479;550;600;497;44;404;1469;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;4. Entre 1991-2005;;Appart 3P;8,7;9,3;10,2;11,3;12,5;10,4;532;580;616;703;800;649;62;292;998;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;4. Entre 1991-2005;;Appart 4P+;6,9;7,5;8,8;10,0;12,9;9,1;640;675;782;986;1223;862;95;73;236;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;4. Entre 1991-2005;1. Moins de 1 an;;9,7;10,7;11,8;13,5;14,3;11,7;380;475;580;676;840;603;52;173;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;4. Entre 1991-2005;2. 1 an et plus;;8,7;9,8;10,9;12,5;15,7;10,7;351;433;509;600;696;524;49;754;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;5. Après 2005;;;8,9;9,7;10,6;11,7;13,3;10,6;430;467;530;625;757;566;53;762;3557;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;5. Après 2005;;Appart 1P;10,5;11,1;12,2;15,8;25,9;13,5;290;332;410;440;440;383;28;62;235;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;5. Après 2005;;Appart 2P;9,3;10,2;11,0;12,0;13,5;11,2;430;450;481;510;587;492;44;335;1830;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;5. Après 2005;;Appart 3P;8,7;9,4;10,1;11,1;12,2;10,3;530;569;615;699;820;642;63;285;1331;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;5. Après 2005;;Appart 4P+;7,5;8,3;8,8;9,7;11,8;9,1;650;710;780;931;1112;830;91;80;161;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;5. Après 2005;1. Moins de 1 an;;9,5;10,2;11,4;12,9;14,3;11,6;440;490;570;630;850;593;51;136;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;;Appartement;5. Après 2005;2. 1 an et plus;;8,6;9,4;10,3;11,4;12,4;10,2;423;463;510;623;724;554;54;626;;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;Ville centre;;;;;8,5;9,6;10,9;12,4;14,6;10,6;360;443;550;700;960;620;58;2241;8870;Estimation directe
B5600;2024;Golfe du Morbihan - Vannes Agglomération;Ville centre;;;;Maison 1-3P;;;;;;;;;;;;;;19;;Estimation directe
