Commune,Code postal,Type local,Surface reelle bati,Valeur fonciere,Prix_m2,Date mutation
CAEN,14000.0,Appartement,39.0,102000.0,2615.3846153846152,16/10/2024
CAEN,14000.0,Appartement,18.0,140000.0,7777.777777777777,18/10/2024
CAEN,14000.0,Appartement,18.0,140000.0,7777.777777777777,18/10/2024
CAEN,14000.0,Appartement,40.0,103900.0,2597.5,24/10/2024
CAEN,14000.0,Appartement,20.0,70000.0,3500.0,15/10/2024
CAEN,14000.0,Appartement,39.0,120000.0,3076.923076923077,17/10/2024
CAEN,14000.0,Appartement,15.0,59500.0,3966.6666666666665,23/10/2024
CAEN,14000.0,Appartement,27.0,140000.0,5185.185185185185,25/10/2024
CAEN,14000.0,Appartement,41.0,115000.0,2804.878048780488,14/10/2024
CAEN,14000.0,Appartement,28.0,115000.0,4107.142857142857,30/10/2024
CAEN,14000.0,Appartement,42.0,147000.0,3500.0,28/10/2024
CAEN,14000.0,Appartement,30.0,129000.0,4300.0,22/10/2024
CAEN,14000.0,Appartement,42.0,131505.0,3131.0714285714284,25/10/2024
CAEN,14000.0,Appartement,34.0,96920.0,2850.5882352941176,25/10/2024
CAEN,14000.0,Appartement,45.0,165000.0,3666.6666666666665,31/10/2024
CAEN,14000.0,Appartement,33.0,117000.0,3545.4545454545455,31/10/2024
CAEN,14000.0,Appartement,43.0,132000.0,3069.767441860465,31/10/2024
CAEN,14000.0,Appartement,23.0,85000.0,3695.6521739130435,31/10/2024
CAEN,14000.0,Appartement,39.0,108000.0,2769.230769230769,06/11/2024
CAEN,14000.0,Appartement,18.0,44884.0,2493.5555555555557,29/10/2024
CAEN,14000.0,Appartement,30.0,132000.0,4400.0,31/10/2024
CAEN,14000.0,Appartement,29.0,67500.0,2327.5862068965516,31/10/2024
CAEN,14000.0,Appartement,19.0,81000.0,4263.1578947368425,07/11/2024
CAEN,14000.0,Appartement,18.0,68000.0,3777.777777777778,04/11/2024
CAEN,14000.0,Appartement,37.0,66500.0,1797.2972972972973,07/11/2024
CAEN,14000.0,Appartement,26.0,500000.0,19230.76923076923,07/11/2024
CAEN,14000.0,Appartement,42.0,500000.0,11904.761904761905,07/11/2024
CAEN,14000.0,Appartement,25.0,500000.0,20000.0,07/11/2024
CAEN,14000.0,Appartement,25.0,500000.0,20000.0,07/11/2024
CAEN,14000.0,Appartement,32.0,90000.0,2812.5,22/10/2024
CAEN,14000.0,Appartement,16.0,64000.0,4000.0,12/11/2024
CAEN,14000.0,Appartement,41.0,159000.0,3878.048780487805,04/11/2024
CAEN,14000.0,Appartement,44.0,136000.0,3090.909090909091,29/10/2024
CAEN,14000.0,Appartement,19.0,92500.0,4868.421052631579,15/11/2024
CAEN,14000.0,Appartement,44.0,112900.0,2565.909090909091,23/10/2024
CAEN,14000.0,Appartement,20.0,79000.0,3950.0,08/11/2024
CAEN,14000.0,Appartement,20.0,80500.0,4025.0,24/10/2024
CAEN,14000.0,Appartement,43.0,142050.0,3303.4883720930234,15/11/2024
CAEN,14000.0,Appartement,31.0,88000.0,2838.7096774193546,22/10/2024
CAEN,14000.0,Appartement,40.0,97000.0,2425.0,12/11/2024
CAEN,14000.0,Appartement,44.0,132000.0,3000.0,06/11/2024
CAEN,14000.0,Appartement,32.0,89000.0,2781.25,19/11/2024
CAEN,14000.0,Appartement,31.0,85000.0,2741.935483870968,05/11/2024
CAEN,14000.0,Appartement,32.0,67500.0,2109.375,28/10/2024
CAEN,14000.0,Appartement,21.0,78500.0,3738.095238095238,25/10/2024
CAEN,14000.0,Appartement,36.0,200000.0,5555.555555555556,04/11/2024
CAEN,14000.0,Appartement,36.0,200000.0,5555.555555555556,04/11/2024
CAEN,14000.0,Appartement,15.0,68000.0,4533.333333333333,15/11/2024
CAEN,14000.0,Appartement,21.0,64000.0,3047.6190476190477,20/11/2024
CAEN,14000.0,Appartement,30.0,85600.0,2853.3333333333335,20/11/2024
CAEN,14000.0,Appartement,22.0,70000.0,3181.818181818182,29/10/2024
CAEN,14000.0,Appartement,39.0,140700.0,3607.6923076923076,30/10/2024
CAEN,14000.0,Appartement,32.0,82500.0,2578.125,08/11/2024
CAEN,14000.0,Appartement,20.0,82340.0,4117.0,22/11/2024
CAEN,14000.0,Appartement,39.0,765000.0,19615.384615384617,20/11/2024
CAEN,14000.0,Appartement,34.0,765000.0,22500.0,20/11/2024
CAEN,14000.0,Appartement,34.0,765000.0,22500.0,20/11/2024
CAEN,14000.0,Appartement,32.0,765000.0,23906.25,20/11/2024
CAEN,14000.0,Appartement,42.0,765000.0,18214.285714285714,20/11/2024
CAEN,14000.0,Appartement,34.0,765000.0,22500.0,20/11/2024
CAEN,14000.0,Appartement,30.0,107000.0,3566.6666666666665,07/11/2024
CAEN,14000.0,Appartement,25.0,35000.0,1400.0,19/11/2024
CAEN,14000.0,Appartement,40.0,156677.0,3916.925,15/11/2024
CAEN,14000.0,Appartement,32.0,133800.0,4181.25,26/11/2024
CAEN,14000.0,Appartement,21.0,70000.0,3333.3333333333335,12/11/2024
CAEN,14000.0,Appartement,30.0,65200.0,2173.3333333333335,13/11/2024
CAEN,14000.0,Appartement,44.0,188000.0,4272.727272727273,20/11/2024
CAEN,14000.0,Appartement,42.0,137000.0,3261.904761904762,05/11/2024
CAEN,14000.0,Appartement,22.0,97230.0,4419.545454545455,19/11/2024
CAEN,14000.0,Appartement,21.0,75000.0,3571.4285714285716,29/11/2024
CAEN,14000.0,Appartement,39.0,105324.0,2700.6153846153848,28/11/2024
CAEN,14000.0,Appartement,27.0,47000.0,1740.7407407407406,29/11/2024
CAEN,14000.0,Appartement,30.0,90000.0,3000.0,06/11/2024
CAEN,14000.0,Appartement,18.0,146000.0,8111.111111111111,05/11/2024
CAEN,14000.0,Appartement,18.0,146000.0,8111.111111111111,05/11/2024
CAEN,14000.0,Appartement,34.0,128400.0,3776.470588235294,22/11/2024
CAEN,14000.0,Appartement,14.0,48000.0,3428.5714285714284,07/11/2024
CAEN,14000.0,Appartement,17.0,63000.0,3705.8823529411766,28/11/2024
CAEN,14000.0,Appartement,31.0,93700.0,3022.5806451612902,29/11/2024
CAEN,14000.0,Appartement,40.0,110000.0,2750.0,27/11/2024
CAEN,14000.0,Appartement,21.0,66300.0,3157.1428571428573,06/12/2024
CAEN,14000.0,Appartement,43.0,137630.0,3200.6976744186045,03/12/2024
CAEN,14000.0,Appartement,35.0,72400.0,2068.5714285714284,28/11/2024
CAEN,14000.0,Appartement,21.0,65200.0,3104.7619047619046,11/12/2024
CAEN,14000.0,Appartement,20.0,62800.0,3140.0,29/11/2024
CAEN,14000.0,Appartement,19.0,50000.0,2631.5789473684213,26/11/2024
CAEN,14000.0,Appartement,40.0,125000.0,3125.0,04/12/2024
CAEN,14000.0,Appartement,30.0,76500.0,2550.0,15/11/2024
CAEN,14000.0,Appartement,30.0,124110.0,4137.0,12/12/2024
CAEN,14000.0,Appartement,31.0,117000.0,3774.1935483870966,04/12/2024
CAEN,14000.0,Appartement,34.0,82000.0,2411.764705882353,05/12/2024
CAEN,14000.0,Appartement,20.0,119000.0,5950.0,22/11/2024
CAEN,14000.0,Appartement,18.0,80000.0,4444.444444444444,13/12/2024
CAEN,14000.0,Appartement,38.0,153000.0,4026.315789473684,13/12/2024
CAEN,14000.0,Appartement,25.0,79500.0,3180.0,04/12/2024
CAEN,14000.0,Appartement,19.0,80500.0,4236.8421052631575,03/12/2024
CAEN,14000.0,Appartement,17.0,50000.0,2941.176470588235,16/12/2024
CAEN,14000.0,Appartement,42.0,78000.0,1857.142857142857,12/12/2024
CAEN,14000.0,Appartement,44.0,115000.0,2613.6363636363635,17/12/2024
CAEN,14000.0,Appartement,12.0,83700.0,6975.0,18/12/2024
CAEN,14000.0,Appartement,45.0,129971.0,2888.2444444444445,13/12/2024
CAEN,14000.0,Appartement,28.0,119000.0,4250.0,17/12/2024
CAEN,14000.0,Appartement,45.0,137000.0,3044.4444444444443,10/12/2024
CAEN,14000.0,Appartement,30.0,70000.0,2333.3333333333335,11/12/2024
CAEN,14000.0,Appartement,19.0,85000.0,4473.684210526316,26/11/2024
CAEN,14000.0,Appartement,39.0,141000.0,3615.3846153846152,17/12/2024
CAEN,14000.0,Appartement,28.0,87500.0,3125.0,26/11/2024
CAEN,14000.0,Appartement,32.0,97500.0,3046.875,16/12/2024
CAEN,14000.0,Appartement,22.0,80000.0,3636.3636363636365,13/12/2024
CAEN,14000.0,Appartement,45.0,118000.0,2622.222222222222,12/12/2024
CAEN,14000.0,Appartement,40.0,213000.0,5325.0,12/12/2024
CAEN,14000.0,Appartement,30.0,86000.0,2866.6666666666665,19/12/2024
CAEN,14000.0,Appartement,19.0,78000.0,4105.263157894737,18/12/2024
CAEN,14000.0,Appartement,29.0,83000.0,2862.0689655172414,17/12/2024
CAEN,14000.0,Appartement,27.0,70000.0,2592.5925925925926,18/12/2024
CAEN,14000.0,Appartement,20.0,55000.0,2750.0,23/12/2024
CAEN,14000.0,Appartement,30.0,65000.0,2166.6666666666665,27/12/2024
CAEN,14000.0,Appartement,37.0,70000.0,1891.8918918918919,18/12/2024
CAEN,14000.0,Appartement,26.0,89300.0,3434.6153846153848,13/12/2024
CAEN,14000.0,Appartement,19.0,78260.0,4118.9473684210525,12/12/2024
CAEN,14000.0,Appartement,45.0,121000.0,2688.8888888888887,19/12/2024
CAEN,14000.0,Appartement,25.0,118000.0,4720.0,30/12/2024
CAEN,14000.0,Appartement,40.0,123100.0,3077.5,20/12/2024
CAEN,14000.0,Appartement,29.0,108000.0,3724.137931034483,30/12/2024
CAEN,14000.0,Appartement,27.0,187500.0,6944.444444444444,17/12/2024
CAEN,14000.0,Appartement,21.0,61000.0,2904.7619047619046,19/12/2024
CAEN,14000.0,Appartement,34.0,810000.0,23823.529411764706,17/12/2024
CAEN,14000.0,Appartement,32.0,810000.0,25312.5,17/12/2024
CAEN,14000.0,Appartement,23.0,810000.0,35217.391304347824,17/12/2024
CAEN,14000.0,Appartement,24.0,810000.0,33750.0,17/12/2024
CAEN,14000.0,Appartement,28.0,810000.0,28928.571428571428,17/12/2024
CAEN,14000.0,Appartement,28.0,810000.0,28928.571428571428,17/12/2024
CAEN,14000.0,Appartement,26.0,60000.0,2307.6923076923076,27/12/2024
CAEN,14000.0,Appartement,32.0,102918.0,3216.1875,20/12/2024
CAEN,14000.0,Appartement,33.0,50000.0,1515.1515151515152,20/12/2024
CAEN,14000.0,Appartement,37.0,96200.0,2600.0,26/12/2024
CAEN,14000.0,Appartement,30.0,102500.0,3416.6666666666665,05/12/2024
CAEN,14000.0,Appartement,18.0,85000.0,4722.222222222223,27/12/2024
CAEN,14000.0,Appartement,32.0,110000.0,3437.5,16/12/2024
CAEN,14000.0,Appartement,40.0,102000.0,2550.0,31/12/2024
CAEN,14000.0,Appartement,21.0,73000.0,3476.190476190476,16/12/2024
CAEN,14000.0,Appartement,21.0,121800.0,5800.0,27/12/2024
CAEN,14000.0,Appartement,36.0,77000.0,2138.8888888888887,27/12/2024
CAEN,14000.0,Appartement,34.0,105000.0,3088.235294117647,27/12/2024
CAEN,14000.0,Appartement,33.0,74000.0,2242.4242424242425,26/12/2024
CAEN,14000.0,Appartement,25.0,73500.0,2940.0,20/12/2024
CAEN,14000.0,Appartement,30.0,320000.0,10666.666666666666,30/12/2024
CAEN,14000.0,Appartement,43.0,127000.0,2953.4883720930234,30/12/2024
DIJON,21000.0,Appartement,22.0,69000.0,3136.3636363636365,12/01/2024
DIJON,21000.0,Appartement,35.0,73500.0,2100.0,09/01/2024
DIJON,21000.0,Appartement,36.0,87000.0,2416.6666666666665,03/01/2024
DIJON,21000.0,Appartement,12.0,28000.0,2333.3333333333335,11/01/2024
DIJON,21000.0,Appartement,21.0,82000.0,3904.7619047619046,03/01/2024
DIJON,21000.0,Appartement,24.0,85000.0,3541.6666666666665,10/01/2024
DIJON,21000.0,Appartement,34.0,73000.0,2147.0588235294117,17/01/2024
DIJON,21000.0,Appartement,30.0,320000.0,10666.666666666666,11/01/2024
DIJON,21000.0,Appartement,30.0,75000.0,2500.0,12/01/2024
DIJON,21000.0,Appartement,19.0,40000.0,2105.2631578947367,05/01/2024
DIJON,21000.0,Appartement,14.0,600000.0,42857.142857142855,03/01/2024
DIJON,21000.0,Appartement,18.0,600000.0,33333.333333333336,03/01/2024
DIJON,21000.0,Appartement,20.0,600000.0,30000.0,03/01/2024
DIJON,21000.0,Appartement,14.0,600000.0,42857.142857142855,03/01/2024
DIJON,21000.0,Appartement,15.0,600000.0,40000.0,03/01/2024
DIJON,21000.0,Appartement,45.0,160500.0,3566.6666666666665,19/01/2024
DIJON,21000.0,Appartement,41.0,115297.88,2812.1434146341467,05/01/2024
DIJON,21000.0,Appartement,39.0,130000.0,3333.3333333333335,12/01/2024
DIJON,21000.0,Appartement,12.0,22000.0,1833.3333333333333,11/01/2024
DIJON,21000.0,Appartement,39.0,93000.0,2384.6153846153848,12/01/2024
DIJON,21000.0,Appartement,41.0,70000.0,1707.3170731707316,11/01/2024
DIJON,21000.0,Appartement,30.0,75000.0,2500.0,04/01/2024
DIJON,21000.0,Appartement,38.0,185000.0,4868.421052631579,12/01/2024
DIJON,21000.0,Appartement,41.0,105700.0,2578.048780487805,10/01/2024
DIJON,21000.0,Appartement,43.0,139000.0,3232.5581395348836,11/01/2024
DIJON,21000.0,Appartement,22.0,102300.0,4650.0,26/01/2024
DIJON,21000.0,Appartement,28.0,71500.0,2553.5714285714284,10/01/2024
DIJON,21000.0,Appartement,37.0,124294.0,3359.2972972972975,05/01/2024
DIJON,21000.0,Appartement,26.0,94000.0,3615.3846153846152,10/01/2024
DIJON,21000.0,Appartement,29.0,48400.0,1668.9655172413793,08/01/2024
DIJON,21000.0,Appartement,20.0,175000.0,8750.0,25/01/2024
DIJON,21000.0,Appartement,22.0,175000.0,7954.545454545455,25/01/2024
DIJON,21000.0,Appartement,30.0,83500.0,2783.3333333333335,03/01/2024
DIJON,21000.0,Appartement,42.0,83500.0,1988.095238095238,03/01/2024
DIJON,21000.0,Appartement,33.0,83500.0,2530.3030303030305,03/01/2024
DIJON,21000.0,Appartement,28.0,63000.0,2250.0,03/01/2024
DIJON,21000.0,Appartement,32.0,405450.0,12670.3125,25/01/2024
DIJON,21000.0,Appartement,36.0,405450.0,11262.5,25/01/2024
DIJON,21000.0,Appartement,42.0,405450.0,9653.57142857143,25/01/2024
DIJON,21000.0,Appartement,25.0,120000.0,4800.0,10/01/2024
DIJON,21000.0,Appartement,14.0,57000.0,4071.4285714285716,22/01/2024
DIJON,21000.0,Appartement,30.0,95000.0,3166.6666666666665,16/01/2024
DIJON,21000.0,Appartement,10.0,31780.0,3178.0,19/01/2024
DIJON,21000.0,Appartement,29.0,119514.0,4121.172413793103,12/01/2024
DIJON,21000.0,Appartement,37.0,165200.0,4464.864864864865,22/01/2024
DIJON,21000.0,Appartement,25.0,52500.0,2100.0,29/01/2024
DIJON,21000.0,Appartement,18.0,106500.0,5916.666666666667,19/01/2024
DIJON,21000.0,Appartement,39.0,104000.0,2666.6666666666665,19/01/2024
DIJON,21000.0,Appartement,39.0,95500.0,2448.7179487179487,17/01/2024
DIJON,21000.0,Appartement,34.0,103500.0,3044.1176470588234,09/01/2024
DIJON,21000.0,Appartement,22.0,87000.0,3954.5454545454545,29/01/2024
DIJON,21000.0,Appartement,21.0,71300.0,3395.2380952380954,12/01/2024
DIJON,21000.0,Appartement,37.0,90000.0,2432.4324324324325,18/01/2024
DIJON,21000.0,Appartement,35.0,95000.0,2714.285714285714,01/02/2024
DIJON,21000.0,Appartement,39.0,132000.0,3384.6153846153848,25/01/2024
DIJON,21000.0,Appartement,24.0,58000.0,2416.6666666666665,25/01/2024
DIJON,21000.0,Appartement,30.0,104500.0,3483.3333333333335,31/01/2024
DIJON,21000.0,Appartement,37.0,117000.0,3162.162162162162,30/01/2024
DIJON,21000.0,Appartement,30.0,95000.0,3166.6666666666665,26/01/2024
DIJON,21000.0,Appartement,44.0,95000.0,2159.090909090909,29/01/2024
DIJON,21000.0,Appartement,26.0,102000.0,3923.076923076923,12/01/2024
DIJON,21000.0,Appartement,28.0,66500.0,2375.0,30/01/2024
DIJON,21000.0,Appartement,43.0,97000.0,2255.813953488372,02/02/2024
DIJON,21000.0,Appartement,19.0,54100.0,2847.3684210526317,31/01/2024
DIJON,21000.0,Appartement,21.0,50000.0,2380.9523809523807,26/01/2024
DIJON,21000.0,Appartement,34.0,90000.0,2647.0588235294117,09/02/2024
DIJON,21000.0,Appartement,28.0,105000.0,3750.0,08/02/2024
DIJON,21000.0,Appartement,38.0,93000.0,2447.3684210526317,04/01/2024
DIJON,21000.0,Appartement,36.0,474991.0,13194.194444444445,19/01/2024
DIJON,21000.0,Appartement,36.0,474991.0,13194.194444444445,19/01/2024
DIJON,21000.0,Appartement,36.0,474991.0,13194.194444444445,19/01/2024
DIJON,21000.0,Appartement,27.0,474991.0,17592.25925925926,19/01/2024
DIJON,21000.0,Appartement,42.0,55000.0,1309.5238095238096,01/02/2024
DIJON,21000.0,Appartement,31.0,74000.0,2387.0967741935483,26/01/2024
DIJON,21000.0,Appartement,35.0,80000.0,2285.714285714286,30/01/2024
DIJON,21000.0,Appartement,25.0,60000.0,2400.0,29/01/2024
DIJON,21000.0,Appartement,18.0,49500.0,2750.0,30/01/2024
DIJON,21000.0,Appartement,19.0,52550.0,2765.7894736842104,31/01/2024
DIJON,21000.0,Appartement,42.0,62000.0,1476.1904761904761,30/01/2024
DIJON,21000.0,Appartement,41.0,95000.0,2317.0731707317073,31/01/2024
DIJON,21000.0,Appartement,22.0,60000.0,2727.2727272727275,02/02/2024
DIJON,21000.0,Appartement,36.0,115000.0,3194.4444444444443,17/01/2024
DIJON,21000.0,Appartement,24.0,25000.0,1041.6666666666667,29/01/2024
DIJON,21000.0,Appartement,41.0,114000.0,2780.487804878049,12/02/2024
DIJON,21000.0,Appartement,38.0,80000.0,2105.2631578947367,08/02/2024
DIJON,21000.0,Appartement,40.0,117000.0,2925.0,31/01/2024
DIJON,21000.0,Appartement,40.0,145000.0,3625.0,31/01/2024
DIJON,21000.0,Appartement,21.0,73500.0,3500.0,31/01/2024
DIJON,21000.0,Appartement,34.0,65000.0,1911.764705882353,31/01/2024
DIJON,21000.0,Appartement,30.0,72000.0,2400.0,13/02/2024
DIJON,21000.0,Appartement,29.0,111000.0,3827.5862068965516,23/01/2024
DIJON,21000.0,Appartement,16.0,111000.0,6937.5,23/01/2024
DIJON,21000.0,Appartement,45.0,124500.0,2766.6666666666665,08/02/2024
DIJON,21000.0,Appartement,23.0,50000.0,2173.913043478261,02/02/2024
DIJON,21000.0,Appartement,32.0,230000.0,7187.5,16/02/2024
DIJON,21000.0,Appartement,40.0,118000.0,2950.0,06/02/2024
DIJON,21000.0,Appartement,18.0,80000.0,4444.444444444444,07/02/2024
DIJON,21000.0,Appartement,29.0,73050.0,2518.9655172413795,12/02/2024
DIJON,21000.0,Appartement,24.0,71000.0,2958.3333333333335,12/02/2024
DIJON,21000.0,Appartement,27.0,66500.0,2462.962962962963,20/02/2024
DIJON,21000.0,Appartement,44.0,77000.0,1750.0,31/01/2024
DIJON,21000.0,Appartement,22.0,71000.0,3227.2727272727275,12/02/2024
DIJON,21000.0,Appartement,33.0,87000.0,2636.3636363636365,23/02/2024
DIJON,21000.0,Appartement,30.0,77000.0,2566.6666666666665,15/02/2024
DIJON,21000.0,Appartement,41.0,46200.0,1126.8292682926829,05/02/2024
DIJON,21000.0,Appartement,36.0,76100.0,2113.8888888888887,02/02/2024
DIJON,21000.0,Appartement,20.0,1250000.0,62500.0,08/02/2024
DIJON,21000.0,Appartement,39.0,96300.0,2469.230769230769,30/01/2024
DIJON,21000.0,Appartement,29.0,147000.0,5068.9655172413795,23/02/2024
DIJON,21000.0,Appartement,28.0,85000.0,3035.714285714286,28/02/2024
DIJON,21000.0,Appartement,31.0,69000.0,2225.8064516129034,29/02/2024
DIJON,21000.0,Appartement,20.0,59000.0,2950.0,22/02/2024
DIJON,21000.0,Appartement,27.0,35000.0,1296.2962962962963,15/02/2024
DIJON,21000.0,Appartement,26.0,35000.0,1346.1538461538462,15/02/2024
DIJON,21000.0,Appartement,31.0,231780.0,7476.774193548387,23/02/2024
DIJON,21000.0,Appartement,21.0,118000.0,5619.047619047619,19/02/2024
DIJON,21000.0,Appartement,18.0,118000.0,6555.555555555556,19/02/2024
DIJON,21000.0,Appartement,31.0,110000.0,3548.3870967741937,23/02/2024
DIJON,21000.0,Appartement,39.0,44000.0,1128.2051282051282,29/02/2024
DIJON,21000.0,Appartement,18.0,73000.0,4055.5555555555557,06/02/2024
DIJON,21000.0,Appartement,20.0,75000.0,3750.0,13/02/2024
DIJON,21000.0,Appartement,23.0,55000.0,2391.304347826087,12/02/2024
DIJON,21000.0,Appartement,43.0,123156.2,2864.0976744186046,01/03/2024
DIJON,21000.0,Appartement,19.0,65900.0,3468.4210526315787,31/01/2024
DIJON,21000.0,Appartement,41.0,67000.0,1634.1463414634147,16/02/2024
DIJON,21000.0,Appartement,18.0,89000.0,4944.444444444444,23/02/2024
DIJON,21000.0,Appartement,34.0,85000.0,2500.0,06/03/2024
DIJON,21000.0,Appartement,24.0,101930.0,4247.083333333333,05/03/2024
DIJON,21000.0,Appartement,34.0,82000.0,2411.764705882353,22/01/2024
DIJON,21000.0,Appartement,31.0,63000.0,2032.258064516129,05/02/2024
DIJON,21000.0,Appartement,12.0,65550.0,5462.5,19/02/2024
DIJON,21000.0,Appartement,43.0,130000.0,3023.2558139534885,05/03/2024
DIJON,21000.0,Appartement,35.0,122000.0,3485.714285714286,06/03/2024
DIJON,21000.0,Appartement,37.0,82000.0,2216.2162162162163,07/02/2024
DIJON,21000.0,Appartement,22.0,89500.0,4068.181818181818,16/02/2024
DIJON,21000.0,Appartement,28.0,85000.0,3035.714285714286,06/03/2024
DIJON,21000.0,Appartement,45.0,115680.0,2570.6666666666665,08/03/2024
DIJON,21000.0,Appartement,40.0,112450.0,2811.25,27/02/2024
DIJON,21000.0,Appartement,29.0,112450.0,3877.5862068965516,27/02/2024
DIJON,21000.0,Appartement,31.0,82000.0,2645.1612903225805,05/03/2024
DIJON,21000.0,Appartement,36.0,190000.0,5277.777777777777,01/03/2024
DIJON,21000.0,Appartement,38.0,96970.0,2551.842105263158,28/02/2024
DIJON,21000.0,Appartement,29.0,70000.0,2413.793103448276,07/03/2024
DIJON,21000.0,Appartement,44.0,132000.0,3000.0,08/03/2024
DIJON,21000.0,Appartement,27.0,67000.0,2481.4814814814813,14/03/2024
DIJON,21000.0,Appartement,15.0,43400.0,2893.3333333333335,06/03/2024
DIJON,21000.0,Appartement,13.0,45000.0,3461.5384615384614,01/03/2024
DIJON,21000.0,Appartement,41.0,86000.0,2097.560975609756,28/02/2024
DIJON,21000.0,Appartement,43.0,98000.0,2279.0697674418607,13/03/2024
DIJON,21000.0,Appartement,29.0,40000.0,1379.3103448275863,20/03/2024
DIJON,21000.0,Appartement,32.0,70700.0,2209.375,12/03/2024
DIJON,21000.0,Appartement,32.0,278500.0,8703.125,05/03/2024
DIJON,21000.0,Appartement,29.0,278500.0,9603.448275862069,05/03/2024
DIJON,21000.0,Appartement,29.0,278500.0,9603.448275862069,05/03/2024
DIJON,21000.0,Appartement,25.0,110000.0,4400.0,05/03/2024
DIJON,21000.0,Appartement,25.0,110000.0,4400.0,05/03/2024
DIJON,21000.0,Appartement,38.0,153650.0,4043.4210526315787,15/03/2024
DIJON,21000.0,Appartement,29.0,64000.0,2206.896551724138,12/03/2024
DIJON,21000.0,Appartement,33.0,65000.0,1969.6969696969697,05/03/2024
DIJON,21000.0,Appartement,39.0,121400.0,3112.8205128205127,18/03/2024
DIJON,21000.0,Appartement,40.0,122500.0,3062.5,19/03/2024
DIJON,21000.0,Appartement,40.0,141300.0,3532.5,20/03/2024
DIJON,21000.0,Appartement,45.0,95000.0,2111.1111111111113,15/03/2024
DIJON,21000.0,Appartement,17.0,63500.0,3735.294117647059,01/03/2024
DIJON,21000.0,Appartement,21.0,47500.0,2261.904761904762,15/03/2024
DIJON,21000.0,Appartement,32.0,114500.0,3578.125,04/03/2024
DIJON,21000.0,Appartement,40.0,127800.0,3195.0,25/03/2024
DIJON,21000.0,Appartement,38.0,90900.0,2392.1052631578946,14/03/2024
DIJON,21000.0,Appartement,22.0,49000.0,2227.2727272727275,07/03/2024
DIJON,21000.0,Appartement,17.0,45000.0,2647.0588235294117,08/03/2024
DIJON,21000.0,Appartement,33.0,105000.0,3181.818181818182,07/03/2024
DIJON,21000.0,Appartement,42.0,115000.0,2738.095238095238,27/03/2024
DIJON,21000.0,Appartement,31.0,70700.0,2280.6451612903224,25/03/2024
DIJON,21000.0,Appartement,31.0,169000.0,5451.612903225807,28/03/2024
DIJON,21000.0,Appartement,25.0,60500.0,2420.0,02/04/2024
DIJON,21000.0,Appartement,34.0,88000.0,2588.235294117647,27/03/2024
DIJON,21000.0,Appartement,31.0,64000.0,2064.516129032258,03/04/2024
DIJON,21000.0,Appartement,10.0,38000.0,3800.0,28/03/2024
DIJON,21000.0,Appartement,31.0,74000.0,2387.0967741935483,21/03/2024
DIJON,21000.0,Appartement,30.0,55000.0,1833.3333333333333,25/03/2024
DIJON,21000.0,Appartement,26.0,73500.0,2826.923076923077,12/03/2024
DIJON,21000.0,Appartement,29.0,115000.0,3965.5172413793102,06/03/2024
DIJON,21000.0,Appartement,21.0,115000.0,5476.190476190476,06/03/2024
DIJON,21000.0,Appartement,40.0,115000.0,2875.0,06/03/2024
DIJON,21000.0,Appartement,20.0,70000.0,3500.0,22/03/2024
DIJON,21000.0,Appartement,15.0,58000.0,3866.6666666666665,21/03/2024
DIJON,21000.0,Appartement,35.0,99100.0,2831.4285714285716,08/04/2024
DIJON,21000.0,Appartement,28.0,55000.0,1964.2857142857142,02/04/2024
DIJON,21000.0,Appartement,43.0,160000.0,3720.9302325581393,13/03/2024
DIJON,21000.0,Appartement,26.0,57500.0,2211.5384615384614,27/03/2024
DIJON,21000.0,Appartement,30.0,74000.0,2466.6666666666665,29/03/2024
DIJON,21000.0,Appartement,41.0,122200.0,2980.487804878049,14/03/2024
DIJON,21000.0,Appartement,41.0,129500.0,3158.5365853658536,03/04/2024
DIJON,21000.0,Appartement,42.0,111500.0,2654.7619047619046,14/03/2024
DIJON,21000.0,Appartement,17.0,42000.0,2470.5882352941176,03/04/2024
DIJON,21000.0,Appartement,44.0,134000.0,3045.4545454545455,25/03/2024
DIJON,21000.0,Appartement,34.0,110000.0,3235.294117647059,25/03/2024
DIJON,21000.0,Appartement,19.0,79000.0,4157.894736842105,28/03/2024
DIJON,21000.0,Appartement,30.0,75000.0,2500.0,21/03/2024
DIJON,21000.0,Appartement,20.0,75500.0,3775.0,28/03/2024
DIJON,21000.0,Appartement,27.0,75000.0,2777.777777777778,10/04/2024
DIJON,21000.0,Appartement,39.0,129000.0,3307.6923076923076,05/04/2024
DIJON,21000.0,Appartement,33.0,84000.0,2545.4545454545455,05/04/2024
DIJON,21000.0,Appartement,38.0,162000.0,4263.1578947368425,02/04/2024
DIJON,21000.0,Appartement,27.0,76000.0,2814.814814814815,12/04/2024
DIJON,21000.0,Appartement,28.0,106000.0,3785.714285714286,12/04/2024
DIJON,21000.0,Appartement,34.0,78000.0,2294.1176470588234,11/04/2024
DIJON,21000.0,Appartement,42.0,120000.0,2857.1428571428573,27/03/2024
DIJON,21000.0,Appartement,30.0,65050.0,2168.3333333333335,08/04/2024
DIJON,21000.0,Appartement,19.0,56000.0,2947.3684210526317,05/04/2024
DIJON,21000.0,Appartement,28.0,75000.0,2678.5714285714284,28/03/2024
DIJON,21000.0,Appartement,45.0,119000.0,2644.4444444444443,03/04/2024
